@relation 'mushrooms-weka.filters.unsupervised.attribute.Copy-R8,9,19-weka.filters.unsupervised.attribute.OrdinalToNumeric-R24,25-weka.filters.unsupervised.attribute.RenameNominalValues-R26-No:1,t:2,n:0-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,1'

@attribute cap-shape {x,b,s,f,k,c}
@attribute cap-surface {s,y,f,g}
@attribute cap-color {n,y,w,g,e,p,b,u,c,r}
@attribute bruises {t,f}
@attribute odor {p,a,l,n,f,c,y,s,m}
@attribute gill-attachment {f,a}
@attribute gill-spacing {c,w}
@attribute gill-size numeric
@attribute gill-color {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute stalk-shape {e,t}
@attribute stalk-root {e,c,b,r}
@attribute stalk-surface-above-ring {s,f,k,y}
@attribute stalk-surface-below-ring {s,f,y,k}
@attribute stalk-color-above-ring {w,g,p,n,b,e,o,c,y}
@attribute stalk-color-below-ring {w,p,g,b,n,e,y,o,c}
@attribute veil-type {p}
@attribute veil-color {w,n,o,y}
@attribute ring-number {o,t,n}
@attribute ring-type {p,e,l,f,n}
@attribute spore-print-color {k,n,u,h,w,r,o,y,b}
@attribute population {s,n,a,v,y,c}
@attribute habitat {u,g,m,d,p,w,l}
@attribute gill-spacing-num numeric
@attribute gill-size-num numeric
@attribute ring-number-num numeric
@attribute class {p,e}

@data
f,y,g,f,f,f,c,2.81038833004999,p,e,b,k,k,b,b,p,w,o,l,h,y,g,1,1,1,p
x,f,g,f,f,f,c,3.07543724079989,p,e,b,k,k,n,n,p,w,o,l,h,y,g,1,1,1,p
f,y,y,f,f,f,c,3.13404984594043,p,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1,1,p
x,y,g,f,f,f,c,3.8257895671627,h,e,b,k,k,p,p,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,3.67674895551902,g,e,b,k,k,p,n,p,w,o,l,h,y,g,1,1,1,p
f,y,g,f,f,f,c,3.7511333932404,h,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
f,y,y,f,f,f,c,3.53731228939321,h,e,b,k,k,n,b,p,w,o,l,h,y,g,1,1,1,p
x,y,g,f,f,f,c,3.32283479524188,g,e,b,k,k,p,b,p,w,o,l,h,y,d,1,1,1,p
f,y,g,f,f,f,c,3.53742419883526,h,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1,1,p
f,y,g,f,f,f,c,4.0569807411524,p,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
x,f,g,f,f,f,c,3.89101330516953,g,e,b,k,k,n,n,p,w,o,l,h,v,g,1,1,1,p
f,f,y,f,f,f,c,4.41361670486932,g,e,b,k,k,n,p,p,w,o,l,h,v,g,1,1,1,p
f,f,y,f,f,f,c,3.88761047745457,h,e,b,k,k,p,n,p,w,o,l,h,y,g,1,1,1,p
x,f,y,f,f,f,c,3.14762782023057,h,e,b,k,k,p,n,p,w,o,l,h,v,g,1,1,1,p
f,f,y,f,f,f,c,2.80443026826188,h,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1,1,p
f,f,g,f,f,f,c,3.96637101208701,h,e,b,k,k,p,b,p,w,o,l,h,v,g,1,1,1,p
f,y,g,f,f,f,c,3.20026554844427,p,e,b,k,k,b,b,p,w,o,l,h,y,d,1,1,1,p
f,f,g,f,f,f,c,4.25961286366405,h,e,b,k,k,b,n,p,w,o,l,h,v,g,1,1,1,p
f,f,y,f,f,f,c,3.78590683641146,h,e,b,k,k,b,n,p,w,o,l,h,y,d,1,1,1,p
f,y,y,f,f,f,c,3.45923162816458,h,e,b,k,k,b,n,p,w,o,l,h,v,p,1,1,1,p
f,f,g,f,f,f,c,2.81904132773851,g,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1,1,p
f,y,g,f,f,f,c,3.17437759046086,g,e,b,k,k,n,b,p,w,o,l,h,y,g,1,1,1,p
f,f,y,f,f,f,c,3.52956566020948,g,e,b,k,k,n,b,p,w,o,l,h,y,d,1,1,1,p
f,f,e,t,n,f,c,2.88471784101956,u,t,b,s,s,g,w,p,w,o,p,n,y,d,1,1,1,e
f,s,b,t,f,f,c,3.81556714415784,h,t,b,s,f,w,w,p,w,o,p,h,v,u,1,1,1,p
f,y,g,f,f,f,c,3.14941476798085,g,e,b,k,k,p,n,p,w,o,l,h,v,d,1,1,1,p
f,f,g,f,f,f,c,3.86435185964261,h,e,b,k,k,p,p,p,w,o,l,h,v,p,1,1,1,p
x,y,y,f,f,f,c,3.77935562871809,p,e,b,k,k,p,b,p,w,o,l,h,y,g,1,1,1,p
f,f,y,f,f,f,c,3.64224539531111,p,e,b,k,k,p,b,p,w,o,l,h,y,p,1,1,1,p
f,y,y,f,f,f,c,3.36379165896745,h,e,b,k,k,n,n,p,w,o,l,h,v,d,1,1,1,p
f,y,n,t,n,f,c,4.01879271622617,u,t,b,s,s,w,g,p,w,o,p,k,v,d,1,1,1,e
f,y,y,f,f,f,c,2.92749773489214,h,e,b,k,k,b,n,p,w,o,l,h,y,g,1,1,1,p
x,s,b,t,n,f,c,3.41517219596652,e,e,?,s,s,w,w,p,w,t,e,w,c,w,1,1,2,e
x,y,y,f,f,f,c,3.72658402728505,p,e,b,k,k,n,p,p,w,o,l,h,y,g,1,1,1,p
x,f,y,f,f,f,c,3.70881297651037,p,e,b,k,k,p,b,p,w,o,l,h,y,d,1,1,1,p
x,y,y,f,f,f,c,3.2774511250366,h,e,b,k,k,p,n,p,w,o,l,h,y,g,1,1,1,p
f,y,g,f,f,f,c,3.0777444484013,g,e,b,k,k,b,b,p,w,o,l,h,v,p,1,1,1,p
f,f,e,t,n,f,c,3.30253116948003,n,t,b,s,s,g,g,p,w,o,p,k,y,d,1,1,1,e
f,f,y,f,f,f,c,3.13233915696437,p,e,b,k,k,p,n,p,w,o,l,h,v,d,1,1,1,p
f,f,y,f,f,f,c,3.85669299758558,p,e,b,k,k,b,n,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,2.29925970110624,h,e,b,k,k,n,n,p,w,o,l,h,v,d,1,1,1,p
x,f,y,f,f,f,c,3.51381755547403,p,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1,1,p
f,f,y,f,f,f,c,4.25030563471159,p,e,b,k,k,p,b,p,w,o,l,h,v,p,1,1,1,p
x,y,y,f,f,f,c,3.34989274710728,h,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1,1,p
f,f,y,f,f,f,c,3.81164761637089,g,e,b,k,k,n,n,p,w,o,l,h,v,p,1,1,1,p
f,f,y,f,f,f,c,2.93026870816284,g,e,b,k,k,n,b,p,w,o,l,h,v,d,1,1,1,p
f,y,g,f,f,f,c,3.31287074288392,p,e,b,k,k,b,p,p,w,o,l,h,v,p,1,1,1,p
f,y,g,f,f,f,c,4.56956862876507,h,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1,1,p
f,y,g,f,f,f,c,3.21771055611076,h,e,b,k,k,b,n,p,w,o,l,h,v,d,1,1,1,p
f,f,g,f,f,f,c,3.94522146792002,g,e,b,k,k,b,n,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,3.02310029730636,g,e,b,k,k,b,p,p,w,o,l,h,y,g,1,1,1,p
f,s,g,t,f,f,c,3.28540784140439,h,t,b,f,f,w,w,p,w,o,p,h,s,u,1,1,1,p
x,y,g,f,f,f,c,3.5629876851739,p,e,b,k,k,n,n,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,4.09774779720991,p,e,b,k,k,p,b,p,w,o,l,h,y,p,1,1,1,p
x,y,y,f,f,f,c,3.88098782619749,h,e,b,k,k,n,b,p,w,o,l,h,y,d,1,1,1,p
f,y,g,t,n,f,c,2.85923618281848,u,t,b,s,s,p,g,p,w,o,p,k,y,d,1,1,1,e
f,f,g,f,f,f,c,3.51696214064855,g,e,b,k,k,b,n,p,w,o,l,h,y,d,1,1,1,p
f,y,y,f,f,f,c,3.54839453354053,h,e,b,k,k,n,p,p,w,o,l,h,v,g,1,1,1,p
f,y,g,f,f,f,c,3.86248519751077,h,e,b,k,k,n,b,p,w,o,l,h,y,p,1,1,1,p
x,y,y,f,f,f,c,4.02732125074659,h,e,b,k,k,b,b,p,w,o,l,h,y,g,1,1,1,p
x,y,g,f,f,f,c,4.24572597668795,p,e,b,k,k,b,p,p,w,o,l,h,y,d,1,1,1,p
x,f,y,f,f,f,c,3.12404513695424,p,e,b,k,k,b,p,p,w,o,l,h,y,p,1,1,1,p
f,y,n,t,n,f,c,4.61450492897894,n,t,b,s,s,g,g,p,w,o,p,n,v,d,1,1,1,e
x,y,g,f,f,f,c,3.22800635491159,g,e,b,k,k,n,n,p,w,o,l,h,y,g,1,1,1,p
f,f,y,f,f,f,c,3.08684349709187,g,e,b,k,k,b,p,p,w,o,l,h,v,g,1,1,1,p
x,y,g,f,f,f,c,3.70765175573782,p,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1,1,p
x,y,y,f,f,f,c,3.764558147813,p,e,b,k,k,p,p,p,w,o,l,h,y,g,1,1,1,p
f,f,g,f,f,f,c,4.02849500518261,g,e,b,k,k,n,b,p,w,o,l,h,y,p,1,1,1,p
f,f,g,f,f,f,c,3.47729423735335,h,e,b,k,k,p,b,p,w,o,l,h,y,g,1,1,1,p
x,y,y,f,f,f,c,3.57543029923974,h,e,b,k,k,b,n,p,w,o,l,h,y,g,1,1,1,p
k,y,b,t,n,f,c,4.11804361698278,e,e,?,s,s,e,e,p,w,t,e,w,c,w,1,1,2,e
x,y,y,f,f,f,c,4.20002565964382,p,e,b,k,k,b,b,p,w,o,l,h,y,p,1,1,1,p
f,y,g,f,f,f,c,3.37226463698005,p,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1,1,p
x,y,g,f,f,f,c,3.8978066392388,g,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1,1,p
f,y,y,f,f,f,c,2.78552023604419,h,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1,1,p
f,y,g,f,f,f,c,3.45725668804539,g,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1,1,p
f,f,g,f,f,f,c,3.95309781126142,h,e,b,k,k,b,p,p,w,o,l,h,y,g,1,1,1,p
f,y,y,f,f,f,c,3.54202551532025,h,e,b,k,k,n,n,p,w,o,l,h,y,g,1,1,1,p
x,f,y,f,f,f,c,3.39275395430759,g,e,b,k,k,n,b,p,w,o,l,h,y,d,1,1,1,p
x,s,w,t,f,f,c,3.37656915806888,p,t,b,f,f,w,w,p,w,o,p,h,v,u,1,1,1,p
x,y,y,f,f,f,c,3.64812492813967,g,e,b,k,k,p,b,p,w,o,l,h,v,g,1,1,1,p
f,f,y,f,f,f,c,3.34864624177993,g,e,b,k,k,p,p,p,w,o,l,h,y,p,1,1,1,p
x,f,y,f,f,f,c,3.19035489984659,p,e,b,k,k,p,n,p,w,o,l,h,y,g,1,1,1,p
x,y,y,f,f,f,c,4.10861627968524,g,e,b,k,k,n,b,p,w,o,l,h,v,p,1,1,1,p
f,y,y,f,f,f,c,2.75311432525441,h,e,b,k,k,b,n,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,4.67176895053185,h,e,b,k,k,n,b,p,w,o,l,h,y,g,1,1,1,p
x,y,y,f,f,f,c,3.26334895413172,p,e,b,k,k,b,n,p,w,o,l,h,v,p,1,1,1,p
f,y,g,f,f,f,c,3.69664822648315,p,e,b,k,k,p,n,p,w,o,l,h,y,p,1,1,1,p
f,f,y,f,f,f,c,3.80805007749751,h,e,b,k,k,b,b,p,w,o,l,h,y,p,1,1,1,p
f,f,g,f,f,f,c,3.80841972670093,h,e,b,k,k,b,b,p,w,o,l,h,v,p,1,1,1,p
f,y,n,t,n,f,c,3.93247519684212,p,t,b,s,s,w,p,p,w,o,p,k,y,d,1,1,1,e
x,y,y,f,f,f,c,4.0738529567582,h,e,b,k,k,b,p,p,w,o,l,h,v,d,1,1,1,p
x,y,g,f,f,f,c,3.5550600288229,g,e,b,k,k,n,n,p,w,o,l,h,v,p,1,1,1,p
f,y,g,f,f,f,c,3.87995909184586,h,e,b,k,k,b,p,p,w,o,l,h,v,g,1,1,1,p
f,y,g,f,f,f,c,2.98584598274634,g,e,b,k,k,p,b,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,3.46222600258166,g,e,b,k,k,b,p,p,w,o,l,h,y,d,1,1,1,p
f,f,g,f,f,f,c,3.67794980719673,g,e,b,k,k,n,b,p,w,o,l,h,v,p,1,1,1,p
x,y,g,f,f,f,c,3.91125522949241,p,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1,1,p
x,y,y,f,f,f,c,3.18771012125168,p,e,b,k,k,b,n,p,w,o,l,h,v,d,1,1,1,p
x,f,y,f,f,f,c,3.2763584820809,h,e,b,k,k,n,n,p,w,o,l,h,y,d,1,1,1,p
f,f,y,f,f,f,c,4.23017831161474,g,e,b,k,k,p,n,p,w,o,l,h,y,d,1,1,1,p
f,y,g,f,f,f,c,3.75618432893928,h,e,b,k,k,p,b,p,w,o,l,h,v,g,1,1,1,p
x,y,g,f,f,f,c,3.14016466629785,p,e,b,k,k,p,n,p,w,o,l,h,y,p,1,1,1,p
f,f,y,f,f,f,c,3.79542544553802,h,e,b,k,k,p,b,p,w,o,l,h,y,p,1,1,1,p
x,s,g,t,f,f,c,4.30649665006397,p,t,b,f,s,w,w,p,w,o,p,h,v,g,1,1,1,p
f,s,n,t,n,f,c,2.88531421140613,e,e,?,s,s,w,w,p,w,t,e,w,c,w,1,1,2,e
x,f,y,f,f,f,c,3.47919317411246,g,e,b,k,k,n,n,p,w,o,l,h,y,d,1,1,1,p
f,y,g,f,f,f,c,3.9877115981177,h,e,b,k,k,b,n,p,w,o,l,h,v,g,1,1,1,p
f,y,g,f,f,f,c,2.70999816928298,g,e,b,k,k,p,b,p,w,o,l,h,y,d,1,1,1,p
x,y,y,f,f,f,c,2.46876728261558,p,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,3.74974287901249,p,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1,1,p
x,y,g,f,f,f,c,2.80791806838989,p,e,b,k,k,b,b,p,w,o,l,h,y,d,1,1,1,p
f,y,g,f,f,f,c,3.22654759910935,g,e,b,k,k,p,p,p,w,o,l,h,y,d,1,1,1,p
f,y,g,f,f,f,c,4.08127855607367,h,e,b,k,k,b,n,p,w,o,l,h,y,g,1,1,1,p
f,f,y,f,f,f,c,4.16140434260812,g,e,b,k,k,p,n,p,w,o,l,h,y,g,1,1,1,p
x,f,y,f,f,f,c,4.31974970855578,p,e,b,k,k,b,b,p,w,o,l,h,v,d,1,1,1,p
f,f,y,f,f,f,c,2.50857180488729,p,e,b,k,k,b,n,p,w,o,l,h,v,p,1,1,1,p
f,f,g,f,f,f,c,3.55536510440177,p,e,b,k,k,p,b,p,w,o,l,h,y,p,1,1,1,p
f,f,y,f,f,f,c,3.53112396283799,h,e,b,k,k,b,p,p,w,o,l,h,y,p,1,1,1,p
f,y,y,f,f,f,c,2.72197331471729,h,e,b,k,k,n,n,p,w,o,l,h,y,d,1,1,1,p
f,f,y,f,f,f,c,3.70015591600642,h,e,b,k,k,n,n,p,w,o,l,h,v,p,1,1,1,p
f,f,y,f,f,f,c,3.685020797887,h,e,b,k,k,b,p,p,w,o,l,h,v,d,1,1,1,p
x,y,g,f,f,f,c,2.82480322738722,h,e,b,k,k,b,p,p,w,o,l,h,v,g,1,1,1,p
x,y,g,f,f,f,c,3.25805158487449,p,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1,1,p
x,y,g,f,f,f,c,3.99066641112617,g,e,b,k,k,b,n,p,w,o,l,h,v,d,1,1,1,p
x,s,b,t,n,f,c,3.23373756735268,w,e,?,s,s,e,w,p,w,t,e,w,c,w,1,1,2,e
f,f,g,f,f,f,c,3.84901087119054,g,e,b,k,k,p,n,p,w,o,l,h,v,d,1,1,1,p
x,f,y,f,f,f,c,3.37129804954992,g,e,b,k,k,p,b,p,w,o,l,h,v,d,1,1,1,p
x,y,g,f,f,f,c,3.02529368898321,g,e,b,k,k,b,b,p,w,o,l,h,y,d,1,1,1,p
f,y,g,f,f,f,c,3.30348444521826,h,e,b,k,k,n,b,p,w,o,l,h,v,p,1,1,1,p
f,y,g,f,f,f,c,3.2040248489401,p,e,b,k,k,p,n,p,w,o,l,h,y,d,1,1,1,p
f,f,y,f,f,f,c,3.24452511297376,g,e,b,k,k,b,p,p,w,o,l,h,y,g,1,1,1,p
x,y,y,f,f,f,c,2.73551656589645,g,e,b,k,k,n,n,p,w,o,l,h,v,d,1,1,1,p
x,f,y,f,f,f,c,3.55553677304008,h,e,b,k,k,p,b,p,w,o,l,h,v,g,1,1,1,p
f,f,g,f,f,f,c,3.36816059694906,h,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1,1,p
x,y,g,f,f,f,c,3.72791499893541,g,e,b,k,k,n,p,p,w,o,l,h,v,p,1,1,1,p
f,f,y,f,f,f,c,3.70321898214458,h,e,b,k,k,b,b,p,w,o,l,h,y,g,1,1,1,p
x,f,y,f,f,f,c,3.97015338451811,p,e,b,k,k,n,p,p,w,o,l,h,y,g,1,1,1,p
f,y,b,t,n,f,c,3.52944915454502,e,e,?,s,s,e,e,p,w,t,e,w,c,w,1,1,2,e
f,y,y,f,f,f,c,3.70917597816099,h,e,b,k,k,b,p,p,w,o,l,h,y,d,1,1,1,p
x,y,y,f,f,f,c,4.06187160816829,g,e,b,k,k,n,p,p,w,o,l,h,y,p,1,1,1,p
x,y,g,f,f,f,c,3.23388809818926,g,e,b,k,k,p,b,p,w,o,l,h,v,g,1,1,1,p
f,f,g,f,f,f,c,3.5411707512326,p,e,b,k,k,p,n,p,w,o,l,h,y,d,1,1,1,p
f,y,g,f,f,f,c,2.44389143550161,h,e,b,k,k,n,n,p,w,o,l,h,v,g,1,1,1,p
f,f,g,f,f,f,c,3.03305546737828,h,e,b,k,k,b,b,p,w,o,l,h,y,g,1,1,1,p
f,y,g,f,f,f,c,2.3310633525047,p,e,b,k,k,n,n,p,w,o,l,h,v,g,1,1,1,p
x,f,y,f,f,f,c,3.07734272195274,g,e,b,k,k,p,n,p,w,o,l,h,y,g,1,1,1,p
f,f,y,f,f,f,c,3.10241791919716,h,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1,1,p
f,f,g,f,f,f,c,3.97744988593984,p,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1,1,p
f,y,y,f,f,f,c,3.40753752554317,h,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1,1,p
f,y,y,f,f,f,c,3.5936590086779,h,e,b,k,k,n,p,p,w,o,l,h,y,g,1,1,1,p
f,f,g,f,f,f,c,3.88721272519523,h,e,b,k,k,n,p,p,w,o,l,h,v,g,1,1,1,p
f,s,b,t,f,f,c,3.54614231776288,w,t,b,s,f,w,w,p,w,o,p,h,v,g,1,1,1,p
f,s,w,t,n,f,c,2.90238123063616,g,e,b,s,s,w,w,p,w,t,p,r,v,m,1,1,2,p
x,y,y,f,f,f,c,3.94604591138284,p,e,b,k,k,p,n,p,w,o,l,h,y,p,1,1,1,p
f,f,y,f,f,f,c,4.16357522401144,p,e,b,k,k,b,b,p,w,o,l,h,v,p,1,1,1,p
f,y,g,f,f,f,c,4.02870473807716,g,e,b,k,k,p,p,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,2.65803495837621,h,e,b,k,k,n,p,p,w,o,l,h,v,d,1,1,1,p
x,f,y,f,f,f,c,3.59865749008712,g,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1,1,p
x,f,y,f,f,f,c,2.67042234431929,g,e,b,k,k,p,b,p,w,o,l,h,y,d,1,1,1,p
f,f,g,t,n,f,c,3.2242473309825,u,t,b,s,s,g,g,p,w,o,p,n,v,d,1,1,1,e
x,y,g,f,f,f,c,4.7213900291128,h,e,b,k,k,p,p,p,w,o,l,h,y,d,1,1,1,p
f,f,y,f,f,f,c,3.55437210303189,p,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,3.17963284911873,p,e,b,k,k,n,b,p,w,o,l,h,v,d,1,1,1,p
f,y,g,f,f,f,c,3.91912513021928,p,e,b,k,k,n,p,p,w,o,l,h,v,d,1,1,1,p
x,y,y,f,f,f,c,4.54310162785154,h,e,b,k,k,n,p,p,w,o,l,h,y,p,1,1,1,p
x,f,y,f,f,f,c,3.83681394310349,p,e,b,k,k,b,p,p,w,o,l,h,v,d,1,1,1,p
x,y,y,f,f,f,c,3.03459112610013,g,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
f,f,y,f,f,f,c,3.4636540035089,h,e,b,k,k,n,n,p,w,o,l,h,v,g,1,1,1,p
x,y,g,f,f,f,c,3.79634172499336,g,e,b,k,k,p,n,p,w,o,l,h,y,p,1,1,1,p
f,y,g,f,f,f,c,3.65149571280548,p,e,b,k,k,n,n,p,w,o,l,h,y,g,1,1,1,p
f,y,g,f,f,f,c,4.1428266215556,g,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1,1,p
x,f,y,f,f,f,c,4.11792424401722,g,e,b,k,k,p,p,p,w,o,l,h,y,p,1,1,1,p
f,f,e,t,n,f,c,3.24458100276873,w,t,b,s,s,w,g,p,w,o,p,n,v,d,1,1,1,e
x,y,y,f,f,f,c,3.73565319581208,h,e,b,k,k,p,p,p,w,o,l,h,y,d,1,1,1,p
f,f,g,f,f,f,c,3.54206444009235,g,e,b,k,k,n,b,p,w,o,l,h,v,d,1,1,1,p
x,y,g,f,f,f,c,3.85532683273741,g,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
f,y,g,f,f,f,c,3.50602355041476,g,e,b,k,k,b,p,p,w,o,l,h,v,p,1,1,1,p
f,f,g,f,f,f,c,3.30021934677581,p,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
f,f,g,f,f,f,c,3.17709115665476,p,e,b,k,k,n,b,p,w,o,l,h,y,d,1,1,1,p
f,f,g,f,f,f,c,3.02803601490654,p,e,b,k,k,n,p,p,w,o,l,h,v,g,1,1,1,p
f,y,g,f,f,f,c,3.07208364241293,h,e,b,k,k,p,n,p,w,o,l,h,y,d,1,1,1,p
f,f,y,f,f,f,c,2.58962727204658,h,e,b,k,k,p,b,p,w,o,l,h,v,d,1,1,1,p
x,f,y,f,f,f,c,3.6577314108133,h,e,b,k,k,p,p,p,w,o,l,h,y,d,1,1,1,p
x,y,g,f,f,f,c,3.37920937698588,p,e,b,k,k,n,n,p,w,o,l,h,v,p,1,1,1,p
x,y,g,f,f,f,c,4.40753325289113,p,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
f,f,g,f,f,f,c,3.20110622783586,p,e,b,k,k,b,p,p,w,o,l,h,y,d,1,1,1,p
x,f,y,f,f,f,c,3.26718549473392,h,e,b,k,k,p,p,p,w,o,l,h,v,p,1,1,1,p
f,y,g,f,f,f,c,4.1153903994,p,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1,1,p
x,f,y,f,f,f,c,3.16638639210559,p,e,b,k,k,p,n,p,w,o,l,h,v,g,1,1,1,p
f,y,g,f,f,f,c,3.18228182885021,h,e,b,k,k,p,n,p,w,o,l,h,v,d,1,1,1,p
f,y,g,f,f,f,c,3.36985039849456,g,e,b,k,k,n,b,p,w,o,l,h,v,d,1,1,1,p
f,f,y,f,f,f,c,3.64187815348367,g,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
x,y,g,f,f,f,c,4.15491761745268,g,e,b,k,k,b,p,p,w,o,l,h,v,g,1,1,1,p
f,y,y,f,f,f,c,2.38017499483146,p,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1,1,p
f,f,y,f,f,f,c,4.57508802118015,h,e,b,k,k,n,p,p,w,o,l,h,y,p,1,1,1,p
x,f,y,f,f,f,c,3.81162827579579,h,e,b,k,k,b,p,p,w,o,l,h,v,d,1,1,1,p
f,f,y,f,f,f,c,3.65993136244144,g,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,3.4434663615439,p,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
f,f,y,f,f,f,c,3.06315901019628,g,e,b,k,k,b,b,p,w,o,l,h,y,d,1,1,1,p
x,f,y,f,f,f,c,3.48938297652221,p,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1,1,p
f,y,g,f,f,f,c,4.05209708861012,h,e,b,k,k,n,n,p,w,o,l,h,y,d,1,1,1,p
f,f,g,f,f,f,c,3.50656144248242,p,e,b,k,k,p,b,p,w,o,l,h,y,d,1,1,1,p
f,f,y,f,f,f,c,3.98454832990391,g,e,b,k,k,p,n,p,w,o,l,h,v,g,1,1,1,p
f,f,g,f,f,f,c,1.93191666268313,p,e,b,k,k,b,b,p,w,o,l,h,v,d,1,1,1,p
f,f,g,f,f,f,c,2.97243235827695,h,e,b,k,k,p,n,p,w,o,l,h,y,g,1,1,1,p
f,f,y,f,f,f,c,3.39416611456701,g,e,b,k,k,p,n,p,w,o,l,h,v,d,1,1,1,p
x,y,y,f,f,f,c,4.36229176308159,g,e,b,k,k,p,p,p,w,o,l,h,y,d,1,1,1,p
x,y,y,f,f,f,c,3.54259427705256,p,e,b,k,k,b,p,p,w,o,l,h,v,d,1,1,1,p
f,f,y,f,f,f,c,3.92312670308865,h,e,b,k,k,n,n,p,w,o,l,h,y,d,1,1,1,p
x,y,y,f,f,f,c,3.33014039552759,h,e,b,k,k,b,b,p,w,o,l,h,v,d,1,1,1,p
x,y,y,f,f,f,c,3.23431652764491,g,e,b,k,k,b,p,p,w,o,l,h,v,g,1,1,1,p
f,y,b,t,n,f,c,3.31043462501818,w,e,?,s,s,w,w,p,w,t,e,w,c,w,1,1,2,e
x,f,y,f,f,f,c,3.09630821571239,h,e,b,k,k,b,p,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,3.72052670959286,h,e,b,k,k,b,b,p,w,o,l,h,y,d,1,1,1,p
f,y,g,f,f,f,c,3.97991421987212,p,e,b,k,k,n,b,p,w,o,l,h,y,d,1,1,1,p
x,y,y,f,f,f,c,3.78329159765327,p,e,b,k,k,n,p,p,w,o,l,h,y,d,1,1,1,p
f,y,g,f,f,f,c,3.71475430727424,p,e,b,k,k,p,b,p,w,o,l,h,v,p,1,1,1,p
f,y,g,f,f,f,c,3.51321389368387,p,e,b,k,k,p,b,p,w,o,l,h,y,d,1,1,1,p
f,f,g,f,f,f,c,3.20973921967847,p,e,b,k,k,p,b,p,w,o,l,h,v,p,1,1,1,p
x,f,y,f,f,f,c,3.51156508319073,p,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1,1,p
f,f,y,f,f,f,c,4.08322998935169,p,e,b,k,k,b,n,p,w,o,l,h,y,g,1,1,1,p
f,f,y,f,f,f,c,3.56288903941191,g,e,b,k,k,p,p,p,w,o,l,h,y,d,1,1,1,p
f,y,g,f,f,f,c,3.26010990373488,h,e,b,k,k,p,b,p,w,o,l,h,v,p,1,1,1,p
f,y,g,f,f,f,c,2.88002879424953,h,e,b,k,k,n,b,p,w,o,l,h,y,g,1,1,1,p
f,f,g,f,f,f,c,2.75170169402063,g,e,b,k,k,n,b,p,w,o,l,h,y,g,1,1,1,p
f,y,g,f,f,f,c,3.08500596326751,g,e,b,k,k,b,n,p,w,o,l,h,v,d,1,1,1,p
f,f,g,f,f,f,c,3.45515368508856,h,e,b,k,k,p,b,p,w,o,l,h,v,d,1,1,1,p
